"Host","Species","Parasite","Cargo","Carrier","Group","dataSet"
"Primate","Macaca mulatta","Fungi","pneumocystis carinii","Saguinus oedipus","Primate","cites_Thailand"
"Primate","Macaca mulatta","Fungi","pneumocystis carinii","Saimiri sciureus","Primate","cites_Thailand"
"Primate","Macaca mulatta","Protozoa","trypanosoma cruzi","Saimiri sciureus","Primate","cites_Thailand"
"Primate","Macaca mulatta","Protozoa","trypanosoma cruzi","Saimiri ustus","Primate","cites_Thailand"
"Primate","Macaca mulatta","Bacteria","escherichia coli","Sarcophilus harrisii","Mammal","cites_Thailand"
"Primate","Macaca mulatta","Bacteria","helicobacter heilmannii","Sarcophilus harrisii","Mammal","cites_Thailand"
"Primate","Macaca mulatta","Protozoa","babesia microti","Sciurus vulgaris","Rodent","cites_Thailand"
"Primate","Macaca mulatta","Virus","rotavirus a","Sciurus vulgaris","Rodent","cites_Thailand"
"Primate","Macaca mulatta","Protozoa","cryptosporidium parvum","Semnopithecus entellus","Primate","cites_Thailand"
"Primate","Macaca mulatta","Virus","human immunodeficiency virus 1","Semnopithecus entellus","Primate","cites_Thailand"
"Primate","Macaca mulatta","Bacteria","escherichia coli","Sminthopsis dolichura","Mammal","cites_Thailand"
"Primate","Macaca mulatta","Fungi","pneumocystis carinii","Sorex araneus","Mammal","cites_Thailand"
"Primate","Macaca mulatta","Bacteria","escherichia coli","Streptopelia orientalis","Aves","cites_Thailand"
"Primate","Macaca mulatta","Bacteria","escherichia coli","Struthio camelus","Domestic Aves","cites_Thailand"
"Primate","Macaca mulatta","Bacteria","escherichia coli","Sturnus cineraceus","Aves","cites_Thailand"
"Primate","Macaca mulatta","Bacteria","campylobacter jejuni","Sus scrofa","Domestic Mammal","cites_Thailand"
"Primate","Macaca mulatta","Bacteria","escherichia coli","Sus scrofa","Domestic Mammal","cites_Thailand"
"Primate","Macaca mulatta","Fungi","enterocytozoon bieneusi","Sus scrofa","Domestic Mammal","cites_Thailand"
"Primate","Macaca mulatta","Protozoa","cryptosporidium parvum","Sus scrofa","Domestic Mammal","cites_Thailand"
"Primate","Macaca mulatta","Protozoa","trypanosoma cruzi","Sus scrofa","Domestic Mammal","cites_Thailand"
"Primate","Macaca mulatta","Virus","hepatitis e virus","Sus scrofa","Domestic Mammal","cites_Thailand"
"Primate","Macaca mulatta","Virus","rotavirus a","Sus scrofa","Domestic Mammal","cites_Thailand"
"Primate","Macaca mulatta","Bacteria","campylobacter jejuni","Sus scrofa","Domestic Mammal","cites_Thailand"
"Primate","Macaca mulatta","Bacteria","escherichia coli","Sus scrofa","Domestic Mammal","cites_Thailand"
"Primate","Macaca mulatta","Bacteria","helicobacter heilmannii","Sus scrofa","Domestic Mammal","cites_Thailand"
"Primate","Macaca mulatta","Fungi","enterocytozoon bieneusi","Sus scrofa","Domestic Mammal","cites_Thailand"
"Primate","Macaca mulatta","Protozoa","cryptosporidium parvum","Sus scrofa","Domestic Mammal","cites_Thailand"
"Primate","Macaca mulatta","Protozoa","trypanosoma cruzi","Sus scrofa","Domestic Mammal","cites_Thailand"
"Primate","Macaca mulatta","Virus","hepatitis e virus","Sus scrofa","Domestic Mammal","cites_Thailand"
"Primate","Macaca mulatta","Virus","rotavirus a","Sus scrofa","Domestic Mammal","cites_Thailand"
"Primate","Macaca mulatta","Virus","hepatitis e virus","Sus scrofa Leucomystax","Mammal","cites_Thailand"
"Primate","Macaca mulatta","Virus","primate t-lymphotropic virus 1","Symphalangus syndactylus","Primate","cites_Thailand"
"Primate","Macaca mulatta","Virus","rotavirus a","Tamiasciurus hudsonicus","Rodent","cites_Thailand"
"Primate","Macaca mulatta","Bacteria","escherichia coli","Tapirus bairdii","Mammal","cites_Thailand"
"Primate","Macaca mulatta","Bacteria","escherichia coli","Tapirus terrestris","Mammal","cites_Thailand"
"Primate","Macaca mulatta","Virus","primate t-lymphotropic virus 1","Theropithecus gelada","Primate","cites_Thailand"
"Primate","Macaca mulatta","Virus","simian foamy virus","Theropithecus gelada","Primate","cites_Thailand"
"Primate","Macaca mulatta","Protozoa","trypanosoma cruzi","Thyroptera tricolor","Mammal","cites_Thailand"
"Primate","Macaca mulatta","Protozoa","trypanosoma cruzi","Tonatia bidens","Mammal","cites_Thailand"
"Primate","Macaca mulatta","Virus","simian foamy virus","Trachypithecus francoisi","Primate","cites_Thailand"
"Primate","Macaca mulatta","Protozoa","cryptosporidium parvum","Trachypithecus vetulus","Primate","cites_Thailand"
"Primate","Macaca mulatta","Bacteria","escherichia coli","Treron sieboldii","Aves","cites_Thailand"
"Primate","Macaca mulatta","Protozoa","trypanosoma cruzi","Trinomys iheringi","Rodent","cites_Thailand"
"Primate","Macaca mulatta","Bacteria","escherichia coli","Tursiops truncatus","Mammal","cites_Thailand"
"Primate","Macaca mulatta","Virus","canine distemper virus","Urocyon cinereoargenteus","Mammal","cites_Thailand"
"Primate","Macaca mulatta","Bacteria","escherichia coli","Ursus arctos","Mammal","cites_Thailand"
"Primate","Macaca mulatta","Virus","rotavirus a","Vicugna vicugna","Mammal","cites_Thailand"
"Primate","Macaca mulatta","Virus","canine distemper virus","Vulpes vulpes","Mammal","cites_Thailand"
"Primate","Macaca mulatta","Bacteria","escherichia coli","Zalophus californianus","Mammal","cites_Thailand"
"Primate","Macaca mulatta","Protozoa","cryptosporidium parvum","Zalophus californianus","Mammal","cites_Thailand"
"Primate","Macaca mulatta","Bacteria","escherichia coli","Zosterops japonicus","Aves","cites_Thailand"
"Primate","Macaca nemestrina","Virus","rotavirus a","Ailuropoda melanoleuca","Mammal","cites_Thailand"
"Primate","Macaca nemestrina","Fungi","pneumocystis carinii","Allenopithecus nigroviridis","Primate","cites_Thailand"
"Primate","Macaca nemestrina","Virus","simian foamy virus","Allenopithecus nigroviridis","Primate","cites_Thailand"
"Primate","Macaca nemestrina","Fungi","pneumocystis carinii","Apodemus sylvaticus","Rodent","cites_Thailand"
"Primate","Macaca nemestrina","Virus","rotavirus a","Bos taurus","Domestic Mammal","cites_Thailand"
"Primate","Macaca nemestrina","Virus","rotavirus a","Bubalus bubalis","Domestic Mammal","cites_Thailand"
"Primate","Macaca nemestrina","Fungi","pneumocystis carinii","Callimico goeldii","Primate","cites_Thailand"
"Primate","Macaca nemestrina","Fungi","pneumocystis carinii","Callithrix geoffroyi","Primate","cites_Thailand"
"Primate","Macaca nemestrina","Fungi","pneumocystis carinii","Callithrix jacchus","Primate","cites_Thailand"
"Primate","Macaca nemestrina","Virus","simian foamy virus","Callithrix jacchus","Primate","cites_Thailand"
"Primate","Macaca nemestrina","Virus","rotavirus a","Camelus bactrianus","Domestic Mammal","cites_Thailand"
"Primate","Macaca nemestrina","Virus","rotavirus a","Camelus dromedarius","Domestic Mammal","cites_Thailand"
"Primate","Macaca nemestrina","Bacteria","helicobacter pylori","Canis lupus familiaris","Domestic Mammal","cites_Thailand"
"Primate","Macaca nemestrina","Fungi","pneumocystis carinii","Canis lupus familiaris","Domestic Mammal","cites_Thailand"
"Primate","Macaca nemestrina","Virus","rotavirus a","Canis lupus familiaris","Domestic Mammal","cites_Thailand"
"Primate","Macaca nemestrina","Virus","rotavirus a","Capra hircus","Domestic Mammal","cites_Thailand"
"Primate","Macaca nemestrina","Virus","primate t-lymphotropic virus 1","Cercocebus agilis","Primate","cites_Thailand"
"Primate","Macaca nemestrina","Virus","simian foamy virus","Cercocebus agilis","Primate","cites_Thailand"
"Primate","Macaca nemestrina","Virus","primate t-lymphotropic virus 1","Cercocebus torquatus","Primate","cites_Thailand"
"Primate","Macaca nemestrina","Virus","simian foamy virus","Cercocebus torquatus","Primate","cites_Thailand"
"Primate","Macaca nemestrina","Virus","simian immunodeficiency virus","Cercocebus torquatus","Primate","cites_Thailand"
"Primate","Macaca nemestrina","Virus","simian foamy virus","Cercopithecus albogularis","Primate","cites_Thailand"
"Primate","Macaca nemestrina","Virus","simian immunodeficiency virus","Cercopithecus albogularis","Primate","cites_Thailand"
"Primate","Macaca nemestrina","Virus","primate t-lymphotropic virus 1","Cercopithecus ascanius","Primate","cites_Thailand"
"Primate","Macaca nemestrina","Virus","simian immunodeficiency virus","Cercopithecus ascanius","Primate","cites_Thailand"
"Primate","Macaca nemestrina","Virus","primate t-lymphotropic virus 1","Cercopithecus cephus","Primate","cites_Thailand"
"Primate","Macaca nemestrina","Virus","simian foamy virus","Cercopithecus cephus","Primate","cites_Thailand"
"Primate","Macaca nemestrina","Virus","simian immunodeficiency virus","Cercopithecus cephus","Primate","cites_Thailand"
"Primate","Macaca nemestrina","Virus","simian immunodeficiency virus","Cercopithecus erythrotis","Primate","cites_Thailand"
"Primate","Macaca nemestrina","Fungi","pneumocystis carinii","Cercopithecus hamlyni","Primate","cites_Thailand"
"Primate","Macaca nemestrina","Virus","simian foamy virus","Cercopithecus hamlyni","Primate","cites_Thailand"
"Primate","Macaca nemestrina","Fungi","pneumocystis carinii","Cercopithecus lhoesti","Primate","cites_Thailand"
"Primate","Macaca nemestrina","Virus","simian foamy virus","Cercopithecus lhoesti","Primate","cites_Thailand"
"Primate","Macaca nemestrina","Virus","simian immunodeficiency virus","Cercopithecus lhoesti","Primate","cites_Thailand"
"Primate","Macaca nemestrina","Virus","primate t-lymphotropic virus 1","Cercopithecus mitis","Primate","cites_Thailand"
"Primate","Macaca nemestrina","Virus","simian immunodeficiency virus","Cercopithecus mitis","Primate","cites_Thailand"
"Primate","Macaca nemestrina","Virus","simian foamy virus","Cercopithecus mona","Primate","cites_Thailand"
"Primate","Macaca nemestrina","Virus","simian immunodeficiency virus","Cercopithecus mona","Primate","cites_Thailand"
"Primate","Macaca nemestrina","Virus","simian foamy virus","Cercopithecus neglectus","Primate","cites_Thailand"
"Primate","Macaca nemestrina","Virus","simian immunodeficiency virus","Cercopithecus neglectus","Primate","cites_Thailand"
"Primate","Macaca nemestrina","Fungi","pneumocystis carinii","Cercopithecus nictitans","Primate","cites_Thailand"
"Primate","Macaca nemestrina","Virus","primate t-lymphotropic virus 1","Cercopithecus nictitans","Primate","cites_Thailand"
"Primate","Macaca nemestrina","Virus","simian immunodeficiency virus","Cercopithecus nictitans","Primate","cites_Thailand"
"Primate","Macaca nemestrina","Virus","primate t-lymphotropic virus 1","Cercopithecus pogonias","Primate","cites_Thailand"
"Primate","Macaca nemestrina","Virus","simian immunodeficiency virus","Cercopithecus solatus","Primate","cites_Thailand"
"Primate","Macaca nemestrina","Bacteria","helicobacter pylori","Chinchilla lanigera","Domestic Mammal","cites_Thailand"
"Primate","Macaca nemestrina","Virus","human herpesvirus 8","Chlorocebus aethiops","Primate","cites_Thailand"
"Primate","Macaca nemestrina","Virus","primate t-lymphotropic virus 1","Chlorocebus aethiops","Primate","cites_Thailand"
"Primate","Macaca nemestrina","Virus","rotavirus a","Chlorocebus aethiops","Primate","cites_Thailand"
"Primate","Macaca nemestrina","Virus","simian foamy virus","Chlorocebus aethiops","Primate","cites_Thailand"
"Primate","Macaca nemestrina","Virus","simian immunodeficiency virus","Chlorocebus aethiops","Primate","cites_Thailand"
"Primate","Macaca nemestrina","Virus","simian foamy virus","Chlorocebus pygerythrus","Primate","cites_Thailand"
"Primate","Macaca nemestrina","Virus","simian immunodeficiency virus","Chlorocebus pygerythrus","Primate","cites_Thailand"
"Primate","Macaca nemestrina","Virus","simian foamy virus","Chlorocebus sabaeus","Primate","cites_Thailand"
"Primate","Macaca nemestrina","Virus","simian immunodeficiency virus","Chlorocebus sabaeus","Primate","cites_Thailand"
"Primate","Macaca nemestrina","Virus","simian immunodeficiency virus","Chlorocebus tantalus","Primate","cites_Thailand"
"Primate","Macaca nemestrina","Virus","simian foamy virus","Colobus guereza","Primate","cites_Thailand"
"Primate","Macaca nemestrina","Virus","simian immunodeficiency virus","Colobus guereza","Primate","cites_Thailand"
"Primate","Macaca nemestrina","Fungi","pneumocystis carinii","Eliomys quercinus","Rodent","cites_Thailand"
"Primate","Macaca nemestrina","Fungi","pneumocystis carinii","Equus caballus","Domestic Mammal","cites_Thailand"
"Primate","Macaca nemestrina","Virus","rotavirus a","Equus caballus","Domestic Mammal","cites_Thailand"
"Primate","Macaca nemestrina","Virus","simian foamy virus","Erythrocebus patas","Primate","cites_Thailand"
"Primate","Macaca nemestrina","Virus","simian immunodeficiency virus","Erythrocebus patas","Primate","cites_Thailand"
"Primate","Macaca nemestrina","Bacteria","helicobacter pylori","Felis catus","Domestic Mammal","cites_Thailand"
"Primate","Macaca nemestrina","Fungi","pneumocystis carinii","Felis catus","Domestic Mammal","cites_Thailand"
"Primate","Macaca nemestrina","Virus","rotavirus a","Felis catus","Domestic Mammal","cites_Thailand"
"Primate","Macaca nemestrina","Fungi","pneumocystis carinii","Gallus gallus","Domestic Aves","cites_Thailand"
"Primate","Macaca nemestrina","Virus","rotavirus a","Gallus gallus","Domestic Aves","cites_Thailand"
"Primate","Macaca nemestrina","Virus","rotavirus a","Giraffa camelopardalis","Mammal","cites_Thailand"
"Primate","Macaca nemestrina","Virus","human herpesvirus 8","Gorilla gorilla","Primate","cites_Thailand"
"Primate","Macaca nemestrina","Virus","simian foamy virus","Gorilla gorilla","Primate","cites_Thailand"
"Primate","Macaca nemestrina","Virus","simian immunodeficiency virus","Gorilla gorilla","Primate","cites_Thailand"
"Primate","Macaca nemestrina","Fungi","pneumocystis carinii","Hapalemur griseus","Primate","cites_Thailand"
"Primate","Macaca nemestrina","Virus","rotavirus a","Hippotragus niger","Mammal","cites_Thailand"
"Primate","Macaca nemestrina","Bacteria","helicobacter pylori","Homo sapiens","Human","cites_Thailand"
"Primate","Macaca nemestrina","Fungi","pneumocystis carinii","Homo sapiens","Human","cites_Thailand"
"Primate","Macaca nemestrina","Protozoa","plasmodium knowlesi","Homo sapiens","Human","cites_Thailand"
"Primate","Macaca nemestrina","Virus","human herpesvirus 8","Homo sapiens","Human","cites_Thailand"
"Primate","Macaca nemestrina","Virus","primate t-lymphotropic virus 1","Homo sapiens","Human","cites_Thailand"
"Primate","Macaca nemestrina","Virus","rotavirus a","Homo sapiens","Human","cites_Thailand"
"Primate","Macaca nemestrina","Virus","simian foamy virus","Homo sapiens","Human","cites_Thailand"
"Primate","Macaca nemestrina","Virus","simian foamy virus","Hylobates pileatus","Primate","cites_Thailand"
"Primate","Macaca nemestrina","Virus","rotavirus a","Lama guanicoe","Mammal","cites_Thailand"
"Primate","Macaca nemestrina","Virus","primate t-lymphotropic virus 1","Lophocebus albigena","Primate","cites_Thailand"
"Primate","Macaca nemestrina","Virus","simian foamy virus","Lophocebus albigena","Primate","cites_Thailand"
"Primate","Macaca nemestrina","Virus","simian foamy virus","Lophocebus aterrimus","Primate","cites_Thailand"
"Primate","Macaca nemestrina","Virus","primate t-lymphotropic virus 1","Macaca arctoides","Primate","cites_Thailand"
"Primate","Macaca nemestrina","Virus","simian foamy virus","Macaca arctoides","Primate","cites_Thailand"
"Primate","Macaca nemestrina","Virus","simian immunodeficiency virus","Macaca arctoides","Primate","cites_Thailand"
"Primate","Macaca nemestrina","Virus","simian foamy virus","Macaca balantak","Primate","cites_Thailand"
"Primate","Macaca nemestrina","Fungi","pneumocystis carinii","Macaca fascicularis","Primate","cites_Thailand"
"Primate","Macaca nemestrina","Protozoa","plasmodium knowlesi","Macaca fascicularis","Primate","cites_Thailand"
"Primate","Macaca nemestrina","Virus","primate t-lymphotropic virus 1","Macaca fascicularis","Primate","cites_Thailand"
"Primate","Macaca nemestrina","Virus","simian foamy virus","Macaca fascicularis","Primate","cites_Thailand"
"Primate","Macaca nemestrina","Virus","simian immunodeficiency virus","Macaca fascicularis","Primate","cites_Thailand"
"Primate","Macaca nemestrina","Virus","simian foamy virus","Macaca fuscata","Primate","cites_Thailand"
"Primate","Macaca nemestrina","Virus","primate t-lymphotropic virus 1","Macaca maura","Primate","cites_Thailand"
"Primate","Macaca nemestrina","Virus","simian foamy virus","Macaca maura","Primate","cites_Thailand"
"Primate","Macaca nemestrina","Fungi","pneumocystis carinii","Macaca mulatta","Primate","cites_Thailand"
"Primate","Macaca nemestrina","Protozoa","plasmodium knowlesi","Macaca mulatta","Primate","cites_Thailand"
"Primate","Macaca nemestrina","Virus","human herpesvirus 8","Macaca mulatta","Primate","cites_Thailand"
"Primate","Macaca nemestrina","Virus","primate t-lymphotropic virus 1","Macaca mulatta","Primate","cites_Thailand"
"Primate","Macaca nemestrina","Virus","rotavirus a","Macaca mulatta","Primate","cites_Thailand"
"Primate","Macaca nemestrina","Virus","simian foamy virus","Macaca mulatta","Primate","cites_Thailand"
"Primate","Macaca nemestrina","Virus","simian immunodeficiency virus","Macaca mulatta","Primate","cites_Thailand"
"Primate","Macaca nemestrina","Virus","simian foamy virus","Macaca radiata","Primate","cites_Thailand"
"Primate","Macaca nemestrina","Virus","simian foamy virus","Macaca silenus","Primate","cites_Thailand"
"Primate","Macaca nemestrina","Virus","simian foamy virus","Macaca sylvanus","Primate","cites_Thailand"
"Primate","Macaca nemestrina","Virus","simian foamy virus","Macaca thibetana","Primate","cites_Thailand"
"Primate","Macaca nemestrina","Virus","simian foamy virus","Macaca tonkeana","Primate","cites_Thailand"
"Primate","Macaca nemestrina","Virus","simian foamy virus","Mandrillus leucophaeus","Primate","cites_Thailand"
"Primate","Macaca nemestrina","Virus","simian immunodeficiency virus","Mandrillus leucophaeus","Primate","cites_Thailand"
"Primate","Macaca nemestrina","Virus","human herpesvirus 8","Mandrillus sphinx","Primate","cites_Thailand"
"Primate","Macaca nemestrina","Virus","primate t-lymphotropic virus 1","Mandrillus sphinx","Primate","cites_Thailand"
"Primate","Macaca nemestrina","Virus","simian foamy virus","Mandrillus sphinx","Primate","cites_Thailand"
"Primate","Macaca nemestrina","Virus","simian immunodeficiency virus","Mandrillus sphinx","Primate","cites_Thailand"
"Primate","Macaca nemestrina","Virus","rotavirus a","Meleagris gallopavo","Domestic Aves","cites_Thailand"
"Primate","Macaca nemestrina","Bacteria","helicobacter pylori","Meriones unguiculatus","Rodent","cites_Thailand"
"Primate","Macaca nemestrina","Fungi","pneumocystis carinii","Meriones unguiculatus","Rodent","cites_Thailand"
"Primate","Macaca nemestrina","Fungi","pneumocystis carinii","Microcebus murinus","Primate","cites_Thailand"
"Primate","Macaca nemestrina","Fungi","pneumocystis carinii","Microtus agrestis","Rodent","cites_Thailand"
"Primate","Macaca nemestrina","Virus","simian immunodeficiency virus","Miopithecus ogouensis","Primate","cites_Thailand"
"Primate","Macaca nemestrina","Virus","simian foamy virus","Miopithecus talapoin","Primate","cites_Thailand"
"Primate","Macaca nemestrina","Fungi","pneumocystis carinii","Mus musculus","Rodent","cites_Thailand"
"Primate","Macaca nemestrina","Virus","rotavirus a","Mus musculus","Rodent","cites_Thailand"
"Primate","Macaca nemestrina","Fungi","pneumocystis carinii","Mustela putorius","Mammal","cites_Thailand"
"Primate","Macaca nemestrina","Fungi","pneumocystis carinii","Mustela putorius","Mammal","cites_Thailand"
"Primate","Macaca nemestrina","Virus","simian foamy virus","Nomascus leucogenys","Primate","cites_Thailand"
"Primate","Macaca nemestrina","Virus","rotavirus a","Oryctolagus cuniculus","Domestic Mammal","cites_Thailand"
"Primate","Macaca nemestrina","Fungi","pneumocystis carinii","Ovis aries","Domestic Mammal","cites_Thailand"
"Primate","Macaca nemestrina","Virus","rotavirus a","Ovis aries","Domestic Mammal","cites_Thailand"
"Primate","Macaca nemestrina","Virus","simian foamy virus","Pan paniscus","Primate","cites_Thailand"
"Primate","Macaca nemestrina","Virus","human herpesvirus 8","Pan troglodytes","Primate","cites_Thailand"
"Primate","Macaca nemestrina","Virus","primate t-lymphotropic virus 1","Pan troglodytes","Primate","cites_Thailand"
"Primate","Macaca nemestrina","Virus","simian foamy virus","Pan troglodytes","Primate","cites_Thailand"
"Primate","Macaca nemestrina","Virus","simian immunodeficiency virus","Pan troglodytes","Primate","cites_Thailand"
"Primate","Macaca nemestrina","Virus","primate t-lymphotropic virus 1","Papio anubis","Primate","cites_Thailand"
"Primate","Macaca nemestrina","Virus","simian foamy virus","Papio anubis","Primate","cites_Thailand"
"Primate","Macaca nemestrina","Virus","simian immunodeficiency virus","Papio cynocephalus","Mammal","cites_Thailand"
"Primate","Macaca nemestrina","Virus","primate t-lymphotropic virus 1","Papio cynocephalus","Primate","cites_Thailand"
"Primate","Macaca nemestrina","Virus","simian foamy virus","Papio cynocephalus","Primate","cites_Thailand"
"Primate","Macaca nemestrina","Virus","primate t-lymphotropic virus 1","Papio hamadryas","Primate","cites_Thailand"
"Primate","Macaca nemestrina","Virus","simian foamy virus","Papio hamadryas","Primate","cites_Thailand"
"Primate","Macaca nemestrina","Virus","primate t-lymphotropic virus 1","Papio papio","Primate","cites_Thailand"
"Primate","Macaca nemestrina","Virus","simian foamy virus","Papio papio","Primate","cites_Thailand"
"Primate","Macaca nemestrina","Virus","simian foamy virus","Papio ursinus","Primate","cites_Thailand"
"Primate","Macaca nemestrina","Virus","simian immunodeficiency virus","Papio ursinus","Primate","cites_Thailand"
"Primate","Macaca nemestrina","Virus","rotavirus a","Petaurus breviceps","Mammal","cites_Thailand"
"Primate","Macaca nemestrina","Virus","primate t-lymphotropic virus 1","Piliocolobus badius","Primate","cites_Thailand"
"Primate","Macaca nemestrina","Virus","simian foamy virus","Piliocolobus badius","Primate","cites_Thailand"
"Primate","Macaca nemestrina","Virus","simian immunodeficiency virus","Piliocolobus badius","Primate","cites_Thailand"
"Primate","Macaca nemestrina","Virus","primate t-lymphotropic virus 1","Piliocolobus tephrosceles","Primate","cites_Thailand"
"Primate","Macaca nemestrina","Virus","simian foamy virus","Piliocolobus tephrosceles","Primate","cites_Thailand"
"Primate","Macaca nemestrina","Virus","simian immunodeficiency virus","Piliocolobus tephrosceles","Primate","cites_Thailand"
"Primate","Macaca nemestrina","Fungi","pneumocystis carinii","Pithecia pithecia","Primate","cites_Thailand"
"Primate","Macaca nemestrina","Virus","simian foamy virus","Pongo abelii","Primate","cites_Thailand"
"Primate","Macaca nemestrina","Virus","simian foamy virus","Pongo pygmaeus","Primate","cites_Thailand"
"Primate","Macaca nemestrina","Virus","simian immunodeficiency virus","Procolobus verus","Primate","cites_Thailand"
"Primate","Macaca nemestrina","Virus","simian foamy virus","Pygathrix nemaeus","Primate","cites_Thailand"
"Primate","Macaca nemestrina","Fungi","pneumocystis carinii","Rattus norvegicus","Rodent","cites_Thailand"
"Primate","Macaca nemestrina","Fungi","pneumocystis carinii","Saguinus fuscicollis","Primate","cites_Thailand"
"Primate","Macaca nemestrina","Fungi","pneumocystis carinii","Saguinus imperator","Primate","cites_Thailand"
"Primate","Macaca nemestrina","Fungi","pneumocystis carinii","Saguinus midas","Primate","cites_Thailand"
"Primate","Macaca nemestrina","Fungi","pneumocystis carinii","Saguinus oedipus","Primate","cites_Thailand"
"Primate","Macaca nemestrina","Fungi","pneumocystis carinii","Saimiri sciureus","Primate","cites_Thailand"
"Primate","Macaca nemestrina","Virus","rotavirus a","Sciurus vulgaris","Rodent","cites_Thailand"
"Primate","Macaca nemestrina","Fungi","pneumocystis carinii","Sorex araneus","Mammal","cites_Thailand"
"Primate","Macaca nemestrina","Virus","rotavirus a","Sus scrofa","Domestic Mammal","cites_Thailand"
"Primate","Macaca nemestrina","Virus","rotavirus a","Sus scrofa","Domestic Mammal","cites_Thailand"
"Primate","Macaca nemestrina","Virus","primate t-lymphotropic virus 1","Symphalangus syndactylus","Primate","cites_Thailand"
"Primate","Macaca nemestrina","Virus","rotavirus a","Tamiasciurus hudsonicus","Rodent","cites_Thailand"
"Primate","Macaca nemestrina","Virus","primate t-lymphotropic virus 1","Theropithecus gelada","Primate","cites_Thailand"
"Primate","Macaca nemestrina","Virus","simian foamy virus","Theropithecus gelada","Primate","cites_Thailand"
"Primate","Macaca nemestrina","Virus","simian foamy virus","Trachypithecus francoisi","Primate","cites_Thailand"
"Primate","Macaca nemestrina","Virus","rotavirus a","Vicugna vicugna","Mammal","cites_Thailand"
"Primate","Macaca sylvanus","Protozoa","giardia intestinalis","Alces alces","Mammal","cites_Thailand"
"Primate","Macaca sylvanus","Virus","simian foamy virus","Allenopithecus nigroviridis","Primate","cites_Thailand"
"Primate","Macaca sylvanus","Protozoa","giardia intestinalis","Alouatta caraya","Primate","cites_Thailand"
"Primate","Macaca sylvanus","Protozoa","giardia intestinalis","Alouatta guariba","Primate","cites_Thailand"
"Primate","Macaca sylvanus","Protozoa","giardia intestinalis","Anas strepera","Aves","cites_Thailand"
"Primate","Macaca sylvanus","Protozoa","giardia intestinalis","Anser anser","Domestic Aves","cites_Thailand"
"Primate","Macaca sylvanus","Virus","tick-borne encephalitis virus","Apodemus agrarius","Rodent","cites_Thailand"
"Primate","Macaca sylvanus","Virus","tick-borne encephalitis virus","Apodemus speciosus","Rodent","cites_Thailand"
"Primate","Macaca sylvanus","Virus","tick-borne encephalitis virus","Apodemus sylvaticus","Rodent","cites_Thailand"
"Primate","Macaca sylvanus","Protozoa","giardia intestinalis","Ateles belzebuth","Primate","cites_Thailand"
"Primate","Macaca sylvanus","Protozoa","giardia intestinalis","Ateles fusciceps","Primate","cites_Thailand"
"Primate","Macaca sylvanus","Protozoa","giardia intestinalis","Bison bison","Domestic Mammal","cites_Thailand"
"Primate","Macaca sylvanus","Protozoa","giardia intestinalis","Bos taurus","Domestic Mammal","cites_Thailand"
"Primate","Macaca sylvanus","Protozoa","giardia intestinalis","Bubalus bubalis","Domestic Mammal","cites_Thailand"
"Primate","Macaca sylvanus","Virus","simian foamy virus","Callithrix jacchus","Primate","cites_Thailand"
"Primate","Macaca sylvanus","Protozoa","giardia intestinalis","Callithrix pygmaea","Primate","cites_Thailand"
"Primate","Macaca sylvanus","Protozoa","giardia intestinalis","Canis latrans","Mammal","cites_Thailand"
"Primate","Macaca sylvanus","Protozoa","giardia intestinalis","Canis lupus familiaris","Domestic Mammal","cites_Thailand"
"Primate","Macaca sylvanus","Protozoa","giardia intestinalis","Capra hircus","Domestic Mammal","cites_Thailand"
"Primate","Macaca sylvanus","Virus","tick-borne encephalitis virus","Capra hircus","Domestic Mammal","cites_Thailand"
"Primate","Macaca sylvanus","Protozoa","giardia intestinalis","Capreolus capreolus","Domestic Mammal","cites_Thailand"
"Primate","Macaca sylvanus","Protozoa","giardia intestinalis","Castor canadensis","Rodent","cites_Thailand"
"Primate","Macaca sylvanus","Protozoa","giardia intestinalis","Cavia porcellus","Domestic Mammal","cites_Thailand"
"Primate","Macaca sylvanus","Virus","simian foamy virus","Cercocebus agilis","Primate","cites_Thailand"
"Primate","Macaca sylvanus","Virus","simian foamy virus","Cercocebus torquatus","Primate","cites_Thailand"
"Primate","Macaca sylvanus","Virus","simian foamy virus","Cercopithecus albogularis","Primate","cites_Thailand"
"Primate","Macaca sylvanus","Virus","simian foamy virus","Cercopithecus cephus","Primate","cites_Thailand"
"Primate","Macaca sylvanus","Virus","simian foamy virus","Cercopithecus hamlyni","Primate","cites_Thailand"
"Primate","Macaca sylvanus","Virus","simian foamy virus","Cercopithecus lhoesti","Primate","cites_Thailand"
"Primate","Macaca sylvanus","Virus","simian foamy virus","Cercopithecus mona","Primate","cites_Thailand"
"Primate","Macaca sylvanus","Protozoa","giardia intestinalis","Cercopithecus neglectus","Primate","cites_Thailand"
"Primate","Macaca sylvanus","Virus","simian foamy virus","Cercopithecus neglectus","Primate","cites_Thailand"
"Primate","Macaca sylvanus","Protozoa","giardia intestinalis","Cervus elaphus","Domestic Mammal","cites_Thailand"
"Primate","Macaca sylvanus","Protozoa","giardia intestinalis","Chinchilla lanigera","Domestic Mammal","cites_Thailand"
"Primate","Macaca sylvanus","Virus","simian foamy virus","Chlorocebus aethiops","Primate","cites_Thailand"
"Primate","Macaca sylvanus","Virus","simian foamy virus","Chlorocebus pygerythrus","Primate","cites_Thailand"
